video_uid,wpm,word_count,duration_min,difficulty_score
8a5d5ef5-6c3b-54aa-8892-8a11e09da441,144.08371766389152,179.0,1.2423332969347636,1.6496436139472195
d6f49137-f97e-560a-aad5-7f24b6760063,129.38780765284244,234.0,1.808516615629196,0.643153153153154
04e79c99-5a2e-59ef-872d-1882e2c7fa35,157.6006858020462,244.0,1.5482166131337485,3.1667891464104017
963162a5-73ba-5860-95ae-12e90bf4c30c,133.66419827329779,158.0,1.1820667167504628,1.9923984010659588
52c08cd5-0c37-58ce-b1bd-423d50bf3855,127.46457636905441,121.0,0.9492833495140076,4.010743801652893
5aae78dc-bc3d-5f2a-a3c0-18fedab4c459,184.49931294649278,313.0,1.696483282248179,1.4581511686564674
6be8addc-a559-5171-8cf3-ee53afe733a6,181.72910117774882,136.0,0.7483666573961576,2.648529411764706
7e148936-4fee-58ff-939c-8e64e9d1781f,127.4221927640191,209.0,1.6402166331186891,1.730737502062368
c123b45e-ec8e-5a1c-95c3-ae440c675656,154.20432829506473,170.0,1.1024333874384562,1.3831969309462941
4494b3df-c472-5e22-862a-b95ee4be7464,195.0147742577057,287.0,1.4716833690802256,2.3802863675958186
782d1e15-30dc-589a-b5c5-6863e86efda9,175.00309641799646,94.0,0.5371333532035351,2.4244148936170227
